filename,label
augmented\IMG_20220411_106246_aug_0.jpg,1
augmented\IMG_20220411_106246_aug_1.jpg,1
augmented\IMG_20220411_106246_aug_2.jpg,1
augmented\IMG_20220411_106246_aug_3.jpg,1
augmented\IMG_20220411_106246_aug_4.jpg,1
augmented\IMG_20220413_09235579_aug_0.jpg,1
augmented\IMG_20220413_09235579_aug_1.jpg,1
augmented\IMG_20220413_09235579_aug_2.jpg,1
augmented\IMG_20220413_09235579_aug_3.jpg,1
augmented\IMG_20220413_09235579_aug_4.jpg,1
augmented\IMG_20220413_09235624_aug_0.jpg,1
augmented\IMG_20220413_09235624_aug_1.jpg,1
augmented\IMG_20220413_09235624_aug_2.jpg,1
augmented\IMG_20220413_09235624_aug_3.jpg,1
augmented\IMG_20220413_09235624_aug_4.jpg,1
augmented\IMG_20220413_09235641_aug_0.jpg,1
augmented\IMG_20220413_09235641_aug_1.jpg,1
augmented\IMG_20220413_09235641_aug_2.jpg,1
augmented\IMG_20220413_09235641_aug_3.jpg,1
augmented\IMG_20220413_09235641_aug_4.jpg,1
augmented\IMG_20220421_09236603_aug_0.jpg,1
augmented\IMG_20220421_09236603_aug_1.jpg,1
augmented\IMG_20220421_09236603_aug_2.jpg,1
augmented\IMG_20220421_09236603_aug_3.jpg,1
augmented\IMG_20220421_09236603_aug_4.jpg,1
augmented\IMG_20220426_09237222_aug_0.jpg,1
augmented\IMG_20220426_09237222_aug_1.jpg,1
augmented\IMG_20220426_09237222_aug_2.jpg,1
augmented\IMG_20220426_09237222_aug_3.jpg,1
augmented\IMG_20220426_09237222_aug_4.jpg,1
augmented\IMG_20220427_09237241_aug_0.jpg,1
augmented\IMG_20220427_09237241_aug_1.jpg,1
augmented\IMG_20220427_09237241_aug_2.jpg,1
augmented\IMG_20220427_09237241_aug_3.jpg,1
augmented\IMG_20220427_09237241_aug_4.jpg,1
augmented\IMG_20220506_09238574_aug_0.jpg,1
augmented\IMG_20220506_09238574_aug_1.jpg,1
augmented\IMG_20220506_09238574_aug_2.jpg,1
augmented\IMG_20220506_09238574_aug_3.jpg,1
augmented\IMG_20220506_09238574_aug_4.jpg,1
augmented\IMG_20220511_09239344_aug_0.jpg,1
augmented\IMG_20220511_09239344_aug_1.jpg,1
augmented\IMG_20220511_09239344_aug_2.jpg,1
augmented\IMG_20220511_09239344_aug_3.jpg,1
augmented\IMG_20220511_09239344_aug_4.jpg,1
augmented\IMG_20220610_09245276_aug_0.jpg,1
augmented\IMG_20220610_09245276_aug_1.jpg,1
augmented\IMG_20220610_09245276_aug_2.jpg,1
augmented\IMG_20220610_09245276_aug_3.jpg,1
augmented\IMG_20220610_09245276_aug_4.jpg,1
augmented\IMG_20220610_09245295_aug_0.jpg,1
augmented\IMG_20220610_09245295_aug_1.jpg,1
augmented\IMG_20220610_09245295_aug_2.jpg,1
augmented\IMG_20220610_09245295_aug_3.jpg,1
augmented\IMG_20220610_09245295_aug_4.jpg,1
augmented\IMG_20220610_09245303_aug_0.jpg,1
augmented\IMG_20220610_09245303_aug_1.jpg,1
augmented\IMG_20220610_09245303_aug_2.jpg,1
augmented\IMG_20220610_09245303_aug_3.jpg,1
augmented\IMG_20220610_09245303_aug_4.jpg,1
augmented\IMG_20220610_09245307_aug_0.jpg,1
augmented\IMG_20220610_09245307_aug_1.jpg,1
augmented\IMG_20220610_09245307_aug_2.jpg,1
augmented\IMG_20220610_09245307_aug_3.jpg,1
augmented\IMG_20220610_09245307_aug_4.jpg,1
augmented\IMG_20220615_09246267_aug_0.jpg,1
augmented\IMG_20220615_09246267_aug_1.jpg,1
augmented\IMG_20220615_09246267_aug_2.jpg,1
augmented\IMG_20220615_09246267_aug_3.jpg,1
augmented\IMG_20220615_09246267_aug_4.jpg,1
augmented\IMG_20220617_09246835_aug_0.jpg,1
augmented\IMG_20220617_09246835_aug_1.jpg,1
augmented\IMG_20220617_09246835_aug_2.jpg,1
augmented\IMG_20220617_09246835_aug_3.jpg,1
augmented\IMG_20220617_09246835_aug_4.jpg,1
augmented\IMG_20220623_09247857_aug_0.jpg,1
augmented\IMG_20220623_09247857_aug_1.jpg,1
augmented\IMG_20220623_09247857_aug_2.jpg,1
augmented\IMG_20220623_09247857_aug_3.jpg,1
augmented\IMG_20220623_09247857_aug_4.jpg,1
