filename,label
IMG_20220411_106246.jpg,1
IMG_20220411_106256.jpg,0
IMG_20220411_106258.jpg,0
IMG_20220411_09235385.jpg,0
IMG_20220411_09235389.jpg,0
IMG_20220413_09235579.jpg,1
IMG_20220413_09235598.jpg,0
IMG_20220413_09235609.jpg,0
IMG_20220413_09235611.jpg,0
IMG_20220413_09235624.jpg,1
IMG_20220413_09235637.jpg,0
IMG_20220413_09235641.jpg,1
IMG_20220413_09235651.jpg,0
IMG_20220414_09235770.jpg,0
IMG_20220414_09235802.jpg,0
IMG_20220414_09235865.jpg,0
IMG_20220418_09235969.jpg,0
IMG_20220418_09236094.jpg,0
IMG_20220418_09236101.jpg,0
IMG_20220418_09236112.jpg,0
IMG_20220419_09236192.jpg,0
IMG_20220419_09236253.jpg,0
IMG_20220421_09236480.jpg,0
IMG_20220421_09236510.jpg,0
IMG_20220421_09236521.jpg,0
IMG_20220421_09236549.jpg,0
IMG_20220421_09236558.jpg,0
IMG_20220421_09236603.jpg,1
IMG_20220422_09236677.jpg,0
IMG_20220425_09236886.jpg,0
IMG_20220425_09236951.jpg,0
IMG_20220425_09236991.jpg,0
IMG_20220425_09236996.jpg,0
IMG_20220425_09237021.jpg,0
IMG_20220425_09237027.jpg,0
IMG_20220425_09237050.jpg,0
IMG_20220426_09237076.jpg,0
IMG_20220426_09237081.jpg,0
IMG_20220426_09237108.jpg,0
IMG_20220426_09237140.jpg,0
IMG_20220426_09237222.jpg,1
IMG_20220427_09237235.jpg,0
IMG_20220427_09237241.jpg,1
IMG_20220428_09237509.jpg,result not found
IMG_20220429_09237544.jpg,0
IMG_20220429_09237611.jpg,0
IMG_20220503_09238081.jpg,0
IMG_20220506_09238574.jpg,1
IMG_20220509_09238874.jpg,0
IMG_20220510_09239219.jpg,0
IMG_20220511_09239333.jpg,0
IMG_20220511_09239344.jpg,1
IMG_20220511_09239352.jpg,0
IMG_20220511_09239444.jpg,0
IMG_20220511_09239454.jpg,0
IMG_20220517_09240404.jpg,0
IMG_20220517_09240472.jpg,0
IMG_20220518_09240716.jpg,0
IMG_20220610_09245273.jpg,result not found
IMG_20220610_09245276.jpg,1
IMG_20220610_09245287.jpg,0
IMG_20220610_09245295.jpg,1
IMG_20220610_09245298.jpg,0
IMG_20220610_09245303.jpg,1
IMG_20220610_09245307.jpg,1
IMG_20220610_09245314.jpg,0
IMG_20220610_09245323.jpg,0
IMG_20220614_09246008.jpg,0
IMG_20220614_09246026.jpg,0
IMG_20220615_09246267.jpg,1
IMG_20220615_09246283.jpg,0
IMG_20220616_09246715.jpg,0
IMG_20220617_09246820.jpg,0
IMG_20220617_09246835.jpg,1
IMG_20220617_09246849.jpg,0
IMG_20220620_09247425.jpg,0
IMG_20220623_09247857.jpg,1
IMG_20220623_09247897.jpg,0
IMG_20220628_09248501.jpg,0
IMG_20220628_09248719.jpg,0
IMG_20220629_09248799.jpg,0
IMG_20220629_09248801.jpg,0
IMG_20220629_09248814.jpg,0
IMG_20220701_09249157.jpg,0
IMG_20220411_106246_mirror.jpg,1
IMG_20220411_106256_mirror.jpg,0
IMG_20220411_106258_mirror.jpg,0
IMG_20220411_09235385_mirror.jpg,0
IMG_20220411_09235389_mirror.jpg,0
IMG_20220413_09235579_mirror.jpg,1
IMG_20220413_09235598_mirror.jpg,0
IMG_20220413_09235609_mirror.jpg,0
IMG_20220413_09235611_mirror.jpg,0
IMG_20220413_09235624_mirror.jpg,1
IMG_20220413_09235637_mirror.jpg,0
IMG_20220413_09235641_mirror.jpg,1
IMG_20220413_09235651_mirror.jpg,0
IMG_20220414_09235770_mirror.jpg,0
IMG_20220414_09235802_mirror.jpg,0
IMG_20220414_09235865_mirror.jpg,0
IMG_20220418_09235969_mirror.jpg,0
IMG_20220418_09236094_mirror.jpg,0
IMG_20220418_09236101_mirror.jpg,0
IMG_20220418_09236112_mirror.jpg,0
IMG_20220419_09236192_mirror.jpg,0
IMG_20220419_09236253_mirror.jpg,0
IMG_20220421_09236480_mirror.jpg,0
IMG_20220421_09236510_mirror.jpg,0
IMG_20220421_09236521_mirror.jpg,0
IMG_20220421_09236549_mirror.jpg,0
IMG_20220421_09236558_mirror.jpg,0
IMG_20220421_09236603_mirror.jpg,1
IMG_20220422_09236677_mirror.jpg,0
IMG_20220425_09236886_mirror.jpg,0
IMG_20220425_09236951_mirror.jpg,0
IMG_20220425_09236991_mirror.jpg,0
IMG_20220425_09236996_mirror.jpg,0
IMG_20220425_09237021_mirror.jpg,0
IMG_20220425_09237027_mirror.jpg,0
IMG_20220425_09237050_mirror.jpg,0
IMG_20220426_09237076_mirror.jpg,0
IMG_20220426_09237081_mirror.jpg,0
IMG_20220426_09237108_mirror.jpg,0
IMG_20220426_09237140_mirror.jpg,0
IMG_20220426_09237222_mirror.jpg,1
IMG_20220427_09237235_mirror.jpg,0
IMG_20220427_09237241_mirror.jpg,1
IMG_20220428_09237509_mirror.jpg,result not found
IMG_20220429_09237544_mirror.jpg,0
IMG_20220429_09237611_mirror.jpg,0
IMG_20220503_09238081_mirror.jpg,0
IMG_20220506_09238574_mirror.jpg,1
IMG_20220509_09238874_mirror.jpg,0
IMG_20220510_09239219_mirror.jpg,0
IMG_20220511_09239333_mirror.jpg,0
IMG_20220511_09239344_mirror.jpg,1
IMG_20220511_09239352_mirror.jpg,0
IMG_20220511_09239444_mirror.jpg,0
IMG_20220511_09239454_mirror.jpg,0
IMG_20220517_09240404_mirror.jpg,0
IMG_20220517_09240472_mirror.jpg,0
IMG_20220518_09240716_mirror.jpg,0
IMG_20220610_09245273_mirror.jpg,result not found
IMG_20220610_09245276_mirror.jpg,1
IMG_20220610_09245287_mirror.jpg,0
IMG_20220610_09245295_mirror.jpg,1
IMG_20220610_09245298_mirror.jpg,0
IMG_20220610_09245303_mirror.jpg,1
IMG_20220610_09245307_mirror.jpg,1
IMG_20220610_09245314_mirror.jpg,0
IMG_20220610_09245323_mirror.jpg,0
IMG_20220614_09246008_mirror.jpg,0
IMG_20220614_09246026_mirror.jpg,0
IMG_20220615_09246267_mirror.jpg,1
IMG_20220615_09246283_mirror.jpg,0
IMG_20220616_09246715_mirror.jpg,0
IMG_20220617_09246820_mirror.jpg,0
IMG_20220617_09246835_mirror.jpg,1
IMG_20220617_09246849_mirror.jpg,0
IMG_20220620_09247425_mirror.jpg,0
IMG_20220623_09247857_mirror.jpg,1
IMG_20220623_09247897_mirror.jpg,0
IMG_20220628_09248501_mirror.jpg,0
IMG_20220628_09248719_mirror.jpg,0
IMG_20220629_09248799_mirror.jpg,0
IMG_20220629_09248801_mirror.jpg,0
IMG_20220629_09248814_mirror.jpg,0
IMG_20220701_09249157_mirror.jpg,0
